Major Place,Minor Place
5369,14656,74
5370,13463,36
5371,12797,65
5372,14743,70
5373,10381,34
5374,10012,93
5375,10091,40
5376,13932,67
5377,12253,73
5378,12749,5
5379,11771,57
5380,14208,14
5381,13951,70
5382,11229,10
5383,11583,53
5384,10679,6
5385,14215,97
5386,14556,10
5387,12052,89
5388,14455,63
5389,13008,6
5390,14258,67
5391,13520,34
5392,11473,3
5393,12030,97
5394,12329,83
5395,10569,59
5396,13914,67
5397,14983,50
5398,10811,85
5399,13422,91
5400,14964,81
5401,12059,96
5402,10009,7
5403,11358,69
5404,13700,1
5405,14247,76
5406,10587,51
5407,12941,75
5408,13105,68
5409,11961,35
5410,13974,59
5411,14066,82
5412,14071,45
5413,11179,43
5414,13348,51
5415,10739,25
5416,14991,1
5417,13738,83
5418,12365,57
5419,10456,13
5420,10821,31
5421,13743,61
5422,10897,43
5423,10456,55
5424,13926,95
5425,12440,24
5426,10833,65
5427,10625,95
5428,12630,18
5429,11325,87
5430,11674,25
5431,13486,35
5432,11374,62
5433,12863,8
5434,14123,58
5435,14378,29
5436,12801,36
5437,13704,37
5438,12415,54
5439,12085,72
5440,11127,7
5441,14683,57
5442,13237,99
5443,10253,63
5444,12373,81
5445,11240,91
5446,11115,8
5447,11442,69
5448,11332,53
5449,10456,74
5450,11971,16
5451,13088,31
5452,11827,14
5453,13742,77
5454,10294,92
5455,10427,73
5456,13079,64
5457,11362,85
5458,11603,45
5459,12277,23
5460,10527,33
5461,12941,13
5462,10617,81
5463,11598,62
5464,10995,96
5465,10188,11
5466,10868,45
5467,14947,45
5468,13724,3
5469,13216,97
5470,14792,91
5471,13848,39
5472,14112,36
5473,13907,23
5474,10157,60
5475,14048,76
5476,14952,83
5477,11291,20
5478,13525,51
5479,10260,53
5480,10382,49
5481,10427,75
5482,10648,92
5483,12249,11
5484,10800,86
5485,13845,48
5486,12535,10
5487,12633,3
5488,12244,35
5489,12553,43
5490,13406,28
5491,12769,87
5492,14762,32
5493,13971,10
5494,13252,59
5495,12846,41
5496,14263,51
5497,14384,50
5498,13076,12
5499,11936,5
5500,11636,13
5501,11587,42
5502,13549,52
5503,12336,22
5504,13218,13
5505,10899,61
5506,11730,63
5507,12275,31
5508,10749,37
5509,11784,60
5510,13373,94
5511,10635,1
5512,14964,65
5513,10161,64
5514,12304,80
5515,10365,23
5516,13470,18
5517,11238,70
5518,14682,75
5519,10546,65
5520,13564,38
5521,14878,68
5522,13960,57
5523,14215,32
5524,10297,55
5525,13090,66
5526,11887,42
5527,11647,56
5528,13337,3
5529,13036,85
5530,13014,40
5531,12156,35
5532,13360,38
5533,12157,31
5534,12041,7
5535,13536,7
5536,11452,20
5537,13482,74
5538,11907,10
5539,12740,40
5540,14455,90
5541,11988,26
5542,11450,67
5543,13471,94
5544,13551,22
5545,13935,48
5546,14911,86
5547,12564,47
5548,14861,37
5549,13523,78
5550,13067,57
5551,13801,93
5552,12255,30
5553,10033,10
5554,13348,94
5555,14578,68
5556,12799,98
5557,11995,60
5558,12517,64
5559,12964,90
5560,12619,63
5561,10076,35
5562,12611,33
5563,13867,85
5564,12003,32
5565,12901,34
5566,13980,54
5567,12551,18
5568,12284,33
5569,11836,45
5570,12118,49
5571,11198,57
5572,14230,54
5573,10791,24
5574,11855,82
5575,12623,13
5576,12179,15
5577,14067,96
5578,14660,45
5579,13805,53
5580,14332,93
5581,10120,33
5582,14086,13
5583,13458,84
5584,14152,100
5585,14801,49
5586,10101,41
5587,14329,87
5588,11838,79
5589,12426,97
5590,12954,3
5591,11565,12
5592,12942,27
5593,12496,22
5594,12993,66
5595,14543,3
5596,11197,34
5597,14930,81
5598,12430,79
5599,14261,13
5600,11713,36
5601,12228,68
5602,12932,88
5603,12179,37
5604,10205,80
5605,10526,67
5606,10821,19
5607,14758,26
5608,12129,21
5609,11758,93
5610,10428,73
5611,14991,34
5612,10647,35
5613,10117,47
5614,11516,45
5615,11802,25
5616,11450,27
5617,10348,69
5618,11212,87
5619,12119,83
5620,10944,17
5621,13670,61
5622,14526,66
5623,14303,29
5624,11659,83
5625,10896,96
5626,10983,24
5627,11056,70
5628,10799,58
5629,12389,40
5630,10236,88
5631,12604,26
5632,14505,56
5633,13423,81
5634,10564,61
5635,13468,65
5636,13672,40
5637,11355,5
5638,13711,92
5639,13767,64
5640,10941,35
5641,14204,41
5642,13351,3
5643,10444,57
5644,12550,6
5645,12297,66
5646,10193,21
5647,14041,15
5648,10834,78
5649,13330,59
5650,10209,22
5651,12112,73
5652,14617,28
5653,11364,21
5654,11316,10
5655,12633,1
5656,13864,63
5657,11360,61
5658,12543,56
5659,12281,13
5660,10219,19
5661,12155,57
5662,14993,74
5663,14063,6
5664,13555,30
5665,13373,14
5666,11379,43
5667,13127,74
5668,11411,86
5669,14622,39
5670,10916,67
5671,14565,77
5672,10323,25
5673,12271,45
5674,13324,16
5675,14616,71
5676,12072,75
5677,14881,71
5678,12223,89
5679,10848,58
5680,14539,20
5681,11271,56
5682,13674,91
5683,10660,73
5684,14782,46
5685,12374,29
5686,12322,86
5687,12510,9
5688,10045,45
5689,12903,51
5690,14161,15
5691,11541,71
5692,10814,82
5693,11139,37
5694,12538,45
5695,14341,54
5696,10973,14
5697,10775,74
5698,10089,35
5699,10097,37
5700,12605,48
5701,14954,11
5702,13248,56
5703,14753,5
5704,10097,100
5705,11651,54
5706,11816,88
5707,14179,6
5708,14672,66
5709,14379,13
5710,13623,98
5711,10874,16
5712,14481,37
5713,14664,33
5714,13359,92
5715,11205,2
5716,10452,63
5717,12558,23
5718,14776,94
5719,10690,100
5720,14775,37
5721,14271,14
5722,10679,60
5723,12529,52
5724,13919,93
5725,11298,8
5726,12565,64
5727,14779,21
5728,14316,98
5729,14253,26
5730,10319,55
5731,14856,17
5732,10546,97
5733,10272,28
5734,11807,100
5735,12635,1
5736,14437,55
5737,10308,14
5738,10336,32
5739,12081,86
5740,10910,29
5741,14178,34
5742,14976,21
5743,14337,45
5744,14553,34
5745,11178,47
5746,10386,36
5747,13917,61
5748,12574,84
5749,10525,60
5750,11756,85
5751,13941,2
5752,14729,32
5753,13148,42
5754,12017,8
5755,10778,57
5756,11860,93
5757,10328,36
5758,13017,41
5759,12741,70
5760,10706,84
5761,10456,25
5762,12804,55
5763,13893,39
5764,12378,49
5765,14579,17
5766,11835,49
5767,12083,86
5768,10305,48
5769,13770,46
5770,12322,22
5771,11065,100
5772,10594,1
5773,12952,66
5774,10016,92
5775,10385,80
5776,10680,8
5777,10614,53
5778,13111,56
5779,12563,54
5780,10416,48
5781,12716,44
5782,12094,66
5783,13776,52
5784,14642,87
5785,10016,56
5786,10881,80
5787,13742,55
5788,10507,98
5789,14683,38
5790,13810,88
5791,14351,9
5792,10479,39
5793,14318,12
5794,13881,39
5795,10577,56
5796,13495,92
5797,10394,28
5798,12070,94
5799,14020,85
5800,11633,85
5801,10116,18
5802,10069,72
5803,14857,49
5804,11640,68
5805,14863,76
5806,14407,50
5807,12680,57
5808,10994,54
5809,10513,23
5810,12154,23
5811,13230,4
5812,11010,55
5813,10366,37
5814,12207,60
5815,13162,15
5816,10038,24
5817,13112,46
5818,12595,11
5819,10646,8
5820,10624,9
5821,14533,64
5822,12712,10
5823,10327,77
5824,13919,60
5825,12596,47
5826,10066,35
5827,11346,29
5828,14431,81
5829,13239,6
5830,11263,74
5831,11840,69
5832,10126,9
5833,10407,5
5834,14462,44
5835,11000,86
5836,13009,91
5837,11619,38
5838,14634,28
5839,13108,85
5840,14152,52
5841,14614,100
5842,13388,51
5843,10443,77
5844,13356,80
5845,13877,62
5846,11964,6
5847,10754,13
5848,13421,60
5849,10889,89
5850,14611,68
5851,12860,57
5852,14730,25
5853,12211,18
5854,10463,71
5855,11473,97
5856,14864,99
5857,11579,79
5858,14552,26
5859,12165,65
5860,10949,89
5861,11965,80
5862,12595,14
5863,11995,99
5864,14416,30
5865,13081,88
5866,10479,22
5867,13019,7
5868,10561,83
5869,10790,59
5870,11273,31
5871,14287,17
5872,12733,27
5873,14880,12
5874,10061,92
5875,13940,76
5876,12538,23
5877,14335,91
5878,12692,88
5879,13127,79
5880,10645,17
5881,14810,25
5882,11235,77
5883,13239,75
5884,12878,43
5885,11098,60
5886,14826,86
5887,13980,3
5888,11035,68
5889,10653,38
5890,11136,98
5891,14656,40
5892,12554,34
5893,10135,61
5894,11226,97
5895,13286,15
5896,13445,59
5897,12007,33
5898,10588,39
5899,11336,87
5900,14825,18
5901,10322,16
5902,13318,18
5903,13500,81
5904,14490,51
5905,14204,65
5906,10727,77
5907,11543,25
5908,13987,3
5909,12571,97
5910,14244,50
5911,13487,20
5912,14170,81
5913,10474,24
5914,13226,42
5915,13830,16
5916,12649,32
5917,11006,14
5918,11725,50
5919,12383,90
5920,12476,32
5921,13559,55
5922,12345,84
5923,12943,81
5924,13804,10
5925,11131,71
5926,14628,1
5927,10479,64
5928,10343,25
5929,10800,34
5930,10475,58
5931,11705,48
5932,12765,55
5933,10472,84
5934,12813,87
5935,10289,13
5936,11637,6
5937,13518,61
5938,11330,88
5939,13590,23
5940,12606,84
5941,14313,30
5942,11588,93
5943,14707,99
5944,11068,56
5945,12144,56
5946,10832,99
5947,10660,77
5948,10693,53
5949,12925,58
5950,12033,48
5951,10794,19
5952,13442,51
5953,12642,29
5954,12784,16
5955,10235,52
5956,13218,86
5957,14676,72
5958,10852,40
5959,13881,58
5960,10348,81
5961,10911,20
5962,10430,59
5963,13168,10
5964,13037,51
5965,11214,53
5966,14412,11
5967,10264,96
5968,13141,25
5969,11633,82
5970,11208,80
5971,10674,90
5972,12583,88
5973,13953,87
5974,13891,78
5975,13831,51
5976,12621,53
5977,14088,11
5978,10148,43
5979,11537,83
5980,14548,10
5981,14231,38
5982,13129,48
5983,12975,17
5984,12710,33
5985,10963,44
5986,11983,20
5987,12608,11
5988,13677,47
5989,11571,33
5990,10182,44
5991,13115,10
5992,12409,36
5993,10707,63
5994,11355,60
5995,12309,51
5996,10926,45
5997,10952,26
5998,14337,68
5999,12771,72
6000,14622,57
6001,12216,57
6002,13740,9
6003,10124,35
6004,12973,68
6005,11137,40
6006,11691,20
6007,13150,19
6008,12060,99
6009,12435,29
6010,10100,62
6011,11142,42
6012,11655,15
6013,13250,49
6014,12488,25
6015,10677,38
6016,12106,43
6017,12554,72
6018,14216,82
6019,12637,20
6020,14725,8
6021,12403,17
6022,14546,65
6023,13131,16
6024,10636,91
6025,14111,8
6026,10786,95
6027,14275,53
6028,10537,62
6029,12117,79
6030,14114,44
6031,13928,23
6032,13818,7
6033,14470,20
6034,11563,85
6035,11713,47
6036,12988,84
6037,12329,96
6038,11124,92
6039,11115,57
6040,10400,17
6041,10587,89
6042,14192,65
6043,10786,36
6044,13489,69
6045,14495,14
6046,10515,28
6047,11804,56
6048,12247,35
6049,11343,70
6050,13421,85
6051,10644,43
6052,12829,4
6053,13291,5
6054,12297,58
6055,11392,76
6056,10650,99
6057,12039,56
6058,12116,65
6059,13384,47
6060,12814,8
6061,13651,23
6062,10306,93
6063,11927,33
6064,13201,38
6065,12606,89
6066,10872,35
6067,10326,48
6068,14014,93
6069,10423,36
6070,12635,73
6071,11575,90
6072,13699,32
6073,10185,89
6074,13266,74
6075,11071,1
6076,13371,67
6077,12363,56
6078,12596,54
6079,12321,47
6080,12343,34
6081,10386,88
6082,14946,85
6083,13914,20
6084,12374,19
6085,14175,33
6086,10321,77
6087,14590,87
6088,11387,43
6089,10069,30
6090,11599,23
6091,14601,87
6092,14026,47
6093,14561,20
6094,12870,19
6095,14788,64
6096,13506,2
6097,14282,12
6098,13907,26
6099,14712,62
6100,10650,90
6101,14652,41
6102,14116,41
6103,11013,55
6104,14869,55
6105,13500,62
6106,10008,13
6107,14339,25
6108,13596,66
6109,10572,57
6110,14215,84
6111,10605,3
6112,13849,66
6113,10702,90
6114,12867,26
6115,13794,19
6116,14016,33
6117,11300,34
6118,13514,47
6119,13189,47
6120,13606,65
6121,13650,25
6122,12999,16
6123,11655,52
6124,13337,35
6125,12970,89
6126,10252,39
6127,14292,99
6128,13322,16
6129,10516,27
6130,10746,77
6131,12201,30
6132,14327,75
6133,11156,77
6134,13905,45
6135,14267,50
6136,13491,36
6137,12789,51
6138,12149,78
6139,13501,91
6140,12612,68
6141,13598,32
6142,10502,74
6143,10397,13
6144,14004,81
6145,14715,1
6146,10485,41
6147,10005,1
6148,10133,41
6149,10496,9
6150,10311,68
6151,11719,70
6152,13343,9
6153,11085,88
6154,10024,97
6155,11627,20
6156,12035,46
6157,11753,9
6158,11624,45
6159,11141,46
6160,13904,42
6161,10892,22
6162,10586,1
6163,14177,5
6164,11455,79
6165,10701,73
6166,12371,90
6167,12385,47
6168,12011,43
6169,12462,48
6170,11280,45
6171,13941,29
6172,10004,73
6173,10758,33
6174,12797,62
6175,10757,67
6176,14782,38
6177,12117,53
6178,12613,47
6179,14992,3
6180,12005,83
6181,12133,1
6182,14480,40
6183,11625,82
6184,11038,44
6185,14320,55
6186,14627,24
6187,12558,55
6188,14166,25
6189,12288,88
6190,14675,5
6191,10141,94
6192,10656,89
6193,14068,83
6194,11080,35
6195,10892,32
6196,13815,79
6197,12613,20
6198,12961,46
6199,13735,38
6200,13189,66
6201,11394,78
6202,13817,71
6203,11126,13
6204,14191,34
6205,10713,74
6206,10524,73
6207,10823,3
6208,11624,80
6209,13579,98
6210,12568,66
6211,11192,60
6212,12575,92
6213,13184,28
6214,14351,3
6215,14356,36
6216,10834,48
6217,11252,17
6218,14021,7
6219,13128,80
6220,14982,51
6221,13541,88
6222,11708,10
6223,11478,39
6224,14663,79
6225,10221,77
6226,14347,90
6227,12502,93
6228,11469,98
6229,11990,17
6230,14211,56
6231,14378,10
6232,13649,68
6233,14911,41
6234,10909,56
6235,12190,81
6236,10602,15
6237,12495,68
6238,11029,4
6239,14472,58
6240,10387,47
6241,12244,64
6242,13876,65
6243,13039,29
6244,10900,69
6245,10647,5
6246,14380,51
6247,13864,59
6248,11542,37
6249,12403,90
6250,10342,95
6251,11318,11
6252,14788,4
6253,10458,8
6254,10135,95
6255,11101,54
6256,11696,29
6257,12839,34
6258,10187,58
6259,12059,37
6260,13615,52
6261,11027,51
6262,13644,61
6263,14169,6
6264,12745,57
6265,12961,70
6266,14257,49
6267,14761,64
6268,12409,12
6269,10652,27
6270,14839,69
6271,11495,9
6272,12402,12
6273,12555,28
6274,14247,70
6275,11691,60
6276,14602,60
6277,11743,84
6278,10315,57
6279,10349,7
6280,14353,93
6281,10463,74
6282,14581,38
6283,10490,1
6284,14501,85
6285,13975,6
6286,14555,61
6287,14729,82
6288,14580,7
6289,12806,57
6290,10057,95
6291,11067,88
6292,11399,75
6293,12676,38
6294,12533,19
6295,11484,12
6296,11159,24
6297,13121,69
6298,12789,37
6299,13965,87
6300,14455,97
6301,13702,23
6302,14626,88
6303,13700,65
6304,13766,52
6305,12359,23
6306,13332,48
6307,12047,44
6308,14126,1
6309,10603,96
6310,13755,58
6311,12510,17
6312,14826,5
6313,11876,90
6314,11766,55
6315,13699,76
6316,10148,7
6317,10295,66
6318,10977,39
6319,12751,89
6320,13880,4
6321,10351,53
6322,12475,44
6323,10142,49
6324,10672,20
6325,14114,18
6326,11016,22
6327,13626,85
6328,10757,86
6329,10216,78
6330,12338,40
6331,11438,19
6332,13977,2
6333,11187,81
6334,10625,26
6335,12509,59
6336,10320,36
6337,12730,17
6338,13027,90
6339,10008,64
6340,11163,12
6341,11103,63
6342,10555,89
6343,15000,23
6344,11912,75
6345,11064,71
6346,13669,5
6347,10666,8
6348,11762,56
6349,14464,79
6350,13129,83
6351,13123,3
6352,10895,32
6353,14198,11
6354,13174,60
6355,12266,5
6356,11232,35
6357,13439,11
6358,14464,7
6359,13248,15
6360,12304,94
6361,14984,26
6362,11680,35
6363,14421,15
6364,14427,4
6365,12696,1
6366,11716,24
6367,13985,87
6368,14538,24
6369,14692,15
6370,14076,89
6371,14576,30
6372,14275,95
6373,14457,9
6374,10680,21
6375,13595,15
6376,13630,92
6377,12941,13
6378,12341,23
6379,14189,24
6380,12102,64
6381,11686,61
6382,10518,25
6383,13000,72
6384,10624,52
6385,13458,7
6386,13634,61
6387,11509,52
6388,13454,52
6389,13820,89
6390,12436,63
6391,13169,84
6392,13511,8
6393,11682,37
6394,10111,5
6395,12824,17
6396,10834,52
6397,10735,99
6398,14828,54
6399,10846,84
6400,11173,78
6401,11415,71
6402,13925,51
6403,10647,20
6404,14304,64
6405,12522,47
6406,14361,30
6407,11413,26
6408,11957,15
6409,13372,66
6410,14701,98
6411,11074,39
6412,12654,8
6413,13812,47
6414,14339,36
6415,14066,96
6416,10417,2
6417,10814,14
6418,14085,25
6419,14072,87
6420,11503,61
6421,13325,93
6422,12762,6
6423,11161,71
6424,12855,7
6425,13727,88
6426,14089,1
6427,10572,53
6428,14318,77
6429,14850,60
6430,11774,30
6431,12867,17
6432,12094,68
6433,14422,40
6434,10130,29
6435,11792,57
6436,10014,60
6437,14438,97
6438,14518,2
6439,13951,51
6440,10159,75
6441,12199,36
6442,13798,87
6443,10204,68
6444,12458,99
6445,13985,21
6446,12559,20
6447,13676,77
6448,12114,93
6449,14812,80
6450,12764,91
6451,12090,53
6452,12077,39
6453,10470,8
6454,14545,6
6455,14188,90
6456,12340,31
6457,13617,91
6458,14142,55
6459,12561,15
6460,11848,57
6461,13594,72
6462,10935,18
6463,12561,73
6464,12117,46
6465,11450,14
6466,14765,63
6467,11877,65
6468,11890,11
6469,14628,68
6470,14423,97
6471,13845,58
6472,11656,88
6473,10764,54
6474,13666,2
6475,12061,47
6476,10546,33
6477,13214,20
6478,10755,47
6479,14655,20
6480,12932,30
6481,11955,49
6482,12146,75
6483,11993,21
6484,13661,31
6485,13370,2
6486,11085,22
6487,13207,99
6488,10537,68
6489,14543,14
6490,13640,5
6491,10811,15
6492,13744,66
6493,10352,48
6494,13150,19
6495,14293,49
6496,11105,22
6497,12004,3
6498,10405,25
6499,11057,88
6500,12606,21
6501,13646,20
6502,13844,13
6503,14421,90
6504,13135,91
6505,14338,2
6506,13388,78
6507,11886,91
6508,10220,57
6509,14451,13
6510,11634,39
6511,11830,52
6512,10049,94
6513,11785,81
6514,13308,52
6515,13885,35
6516,10928,85
6517,13871,6
6518,11411,13
6519,13007,93
6520,12295,1
6521,10832,47
6522,12460,25
6523,12585,19
6524,14559,8
6525,13363,27
6526,11372,23
6527,11964,70
6528,14702,57
6529,11236,60
6530,10992,77
6531,14888,86
6532,11878,51
6533,14929,88
6534,12294,68
6535,13061,36
6536,14035,31
6537,10906,91
6538,13710,5
6539,12425,92
6540,10522,91
6541,13165,96
6542,11183,59
6543,12453,44
6544,14820,67
6545,13617,84
6546,14409,98
6547,13895,31
6548,10236,34
6549,11784,13
6550,13295,92
6551,11589,53
6552,13295,70
6553,10698,9
6554,12639,69
6555,10323,25
6556,12024,100
6557,11283,92
6558,10500,61
6559,13393,88
6560,13890,56
6561,11899,45
6562,14238,4
6563,13207,21
6564,11639,91
6565,11877,59
6566,13417,90
6567,13172,38
6568,11223,93
6569,13557,7
6570,10732,65
6571,14767,66
6572,14832,27
6573,10933,83
6574,14221,21
6575,10465,6
6576,12491,88
6577,10908,95
6578,12853,48
6579,13624,56
6580,13504,35
6581,10397,34
6582,13463,91
6583,14832,80
6584,12409,35
6585,14036,50
6586,14041,19
6587,11251,74
6588,13416,37
6589,13282,79
6590,12013,96
6591,12708,6
6592,14563,6
6593,12496,64
6594,12733,53
6595,14492,96
6596,12648,57
6597,10840,58
6598,14173,30
6599,11498,72
6600,14083,98
6601,10164,38
6602,11033,32
6603,12324,81
6604,14077,5
6605,10213,83
6606,12171,84
6607,14293,26
6608,10872,2
6609,12205,20
6610,13892,38
6611,14814,51
6612,12467,24
6613,14738,70
6614,14136,84
6615,12917,100
6616,13463,71
6617,12062,37
6618,12525,78
6619,10222,7
6620,14147,33
6621,13230,65
6622,12761,97
6623,13296,66
6624,12922,100
6625,14086,71
6626,14647,9
6627,13499,55
6628,10368,39
6629,10781,97
6630,12145,20
6631,13233,17
6632,14967,34
6633,13517,34
6634,11775,92
6635,12076,37
6636,14879,16
6637,12629,2
6638,10196,38
6639,14150,96
6640,14635,15
6641,13574,59
6642,10144,67
6643,11576,48
6644,14183,75
6645,14456,34
6646,13253,49
6647,14408,2
6648,13176,40
6649,10334,50
6650,12407,79
6651,10265,29
6652,13214,68
6653,10639,45
6654,12336,96
6655,10654,5
6656,11670,77
6657,12515,80
6658,12955,14
6659,11534,32
6660,13872,79
6661,11571,28
6662,14151,42
6663,14994,37
6664,14897,9
6665,10358,79
6666,14251,70
6667,13194,70
6668,13902,10
6669,12612,26
6670,14179,4
6671,10956,17
6672,11983,20
6673,12344,61
6674,12444,59
6675,10086,39
6676,12310,38
6677,12381,17
6678,10273,30
6679,13711,9
6680,13719,36
6681,10554,90
6682,14780,20
6683,14960,74
6684,11939,95
6685,12201,29
6686,12863,71
6687,11441,84
6688,13821,12
6689,12385,41
6690,11033,69
6691,10477,45
6692,14101,63
6693,11875,8
6694,14033,7
6695,13550,21
6696,11532,70
6697,12289,33
6698,14945,87
6699,10713,42
6700,10622,50
6701,13269,24
6702,10236,17
6703,13979,67
6704,11417,88
6705,11257,100
6706,11400,33
6707,10366,78
6708,14196,40
6709,10005,54
6710,11057,68
6711,12780,55
6712,14294,28
6713,13998,97
6714,13166,36
6715,10006,68
6716,13847,66
6717,12914,17
6718,10280,81
6719,10972,27
6720,14796,40
6721,12633,38
6722,12699,65
6723,10361,15
6724,10849,96
6725,12004,24
6726,14337,6
6727,13816,36
6728,13715,1
6729,10101,70
6730,10765,70
6731,14105,31
6732,13759,86
6733,10901,6
6734,13111,46
6735,11878,10
6736,14389,65
6737,13440,12
6738,10018,9
6739,14883,22
6740,12309,68
6741,12181,44
6742,14293,84
6743,11519,77
6744,12561,32
6745,12812,15
6746,14545,25
6747,13568,20
6748,11258,39
6749,13378,78
6750,10477,68
6751,12089,9
6752,14553,88
6753,14382,46
6754,14421,58
6755,10868,80
6756,11820,22
6757,11148,97
6758,11460,34
6759,12424,74
6760,14755,51
6761,14770,80
6762,12706,41
6763,12176,31
6764,12174,48
6765,12486,31
6766,10798,97
6767,12670,95
6768,14500,86
6769,11539,65
6770,14883,90
6771,10447,97
6772,14641,48
6773,13272,36
6774,10962,7
6775,12359,95
6776,11719,45
6777,13609,51
6778,13296,97
6779,12427,20
6780,12566,43
6781,11013,97
6782,12686,91
6783,12936,47
6784,13420,95
6785,14527,70
6786,10947,32
6787,10332,54
6788,11784,86
6789,11867,93
6790,10506,15
6791,13535,81
6792,11946,47
6793,11070,81
6794,11231,36
6795,11329,58
6796,11815,4
6797,10784,12
6798,10612,15
6799,11845,59
6800,14874,6
6801,12184,35
6802,13445,82
6803,13264,97
6804,11215,57
6805,10384,70
6806,12587,28
6807,11780,77
6808,13037,48
6809,10083,30
6810,10216,27
6811,14548,74
6812,13583,1
6813,11724,86
6814,11282,84
6815,10963,72
6816,12740,51
6817,11955,72
6818,13455,11
6819,14018,92
6820,13166,99
6821,11086,55
6822,12547,77
6823,12844,35
6824,14494,33
6825,13264,9
6826,10615,2
6827,12446,68
6828,13473,53
6829,11171,95
6830,12111,16
6831,13246,41
6832,10400,100
6833,10907,47
6834,12359,33
6835,11591,29
6836,12378,24
6837,11144,74
6838,14451,51
6839,10922,9
6840,12639,19
6841,13110,44
6842,14573,25
6843,10295,52
6844,11670,79
6845,12330,81
6846,11510,21
6847,11598,96
6848,11505,38
6849,13303,26
6850,12305,50
6851,14592,62
6852,12496,34
6853,11045,6
6854,14849,25
6855,13502,75
6856,10141,90
6857,10242,72
6858,12452,91
6859,11708,71
6860,10181,48
6861,13846,26
6862,11476,33
6863,12595,14
6864,11754,52
6865,10638,37
6866,14233,46
6867,10649,26
6868,14586,65
6869,10972,93
6870,13892,70
6871,14317,81
6872,13232,60
6873,14479,37
6874,10737,69
6875,12284,2
6876,13520,29
6877,12318,64
6878,12185,29
6879,11479,71
6880,11392,100
6881,10558,49
6882,13758,6
6883,10244,98
6884,10559,93
6885,12581,80
6886,10760,57
6887,12140,21
6888,13229,28
6889,14700,17
6890,11219,46
6891,11605,97
6892,13330,22
6893,10056,64
6894,11973,12
6895,10657,75
6896,14409,85
6897,11456,84
6898,14075,81
6899,11452,26
6900,10822,3
6901,14795,58
6902,10796,87
6903,14089,64
6904,11200,25
6905,14687,39
6906,11933,29
6907,13476,22
6908,12227,51
6909,11544,82
6910,13722,88
6911,11412,82
6912,13903,57
6913,13248,89
6914,11357,90
6915,12837,42
6916,12243,22
6917,10109,9
6918,14309,48
6919,14235,60
6920,14455,94
6921,14598,77
6922,10469,55
6923,10619,83
6924,14597,35
6925,13443,71
6926,13574,34
6927,14550,19
6928,11681,98
6929,13827,82
6930,11299,36
6931,14568,32
6932,13715,58
6933,13262,81
6934,14926,97
6935,13319,75
6936,12710,91
6937,13374,92
6938,11690,4
6939,13853,64
6940,13791,56
6941,11080,50
6942,10103,11
6943,12295,15
6944,13010,4
6945,11364,57
6946,14526,100
6947,10756,74
6948,12384,87
6949,13561,26
6950,10894,37
6951,13402,7
6952,10480,55
6953,12635,80
6954,10041,65
6955,14638,46
6956,14479,10
6957,12970,46
6958,11599,10
6959,12007,18
6960,10320,90
6961,12674,11
6962,10399,23
6963,13324,59
6964,14115,62
6965,12345,78
6966,12565,27
6967,12521,90
6968,10680,40
6969,14558,2
6970,13676,21
6971,13637,59
6972,14152,21
6973,12680,40
6974,11568,60
6975,14421,41
6976,13500,66
6977,12209,20
6978,14072,23
6979,11014,33
6980,12977,20
6981,10933,25
6982,12964,13
6983,11202,59
6984,11914,33
6985,14344,17
6986,11912,98
6987,11175,89
6988,12289,78
6989,12649,49
6990,14379,44
6991,13962,35
6992,11539,54
6993,14135,87
6994,11462,9
6995,12100,77
6996,11220,86
6997,12799,51
6998,12252,86
6999,12338,40
7000,11649,65
7001,13916,94
7002,10181,87
7003,11352,100
7004,13585,46
7005,13207,32
7006,12474,34
7007,12409,36
7008,14958,80
7009,14363,48
7010,14245,6
7011,14160,16
7012,10566,95
7013,14048,81
7014,14120,54
7015,10911,47
7016,14448,93
7017,12459,19
7018,11077,68
7019,14471,49
7020,14261,16
7021,11860,94
7022,11244,89
7023,11686,89
7024,11165,10
7025,14343,41
7026,10318,28
7027,14483,10
7028,11591,26
7029,11304,7
7030,13054,66
7031,12391,21
7032,11510,46
7033,10904,96
7034,13879,13
7035,11308,13
7036,13841,43
7037,13251,94
7038,11102,88
7039,10492,6
7040,11650,3
7041,12083,79
7042,13098,64
7043,13556,88
7044,12172,65
7045,12952,47
7046,12712,75
7047,14053,80
7048,12548,99
7049,13707,72
7050,12015,28
7051,12854,12
7052,12977,55
7053,13708,95
7054,14646,45
7055,13218,9
7056,10581,33
7057,11567,70
7058,13961,52
7059,10235,47
7060,13350,39
7061,12664,14
7062,12885,47
7063,12295,31
7064,11325,98
7065,13638,100
7066,12224,11
7067,14966,75
7068,11788,67
7069,10337,39
7070,11548,42
7071,12183,74
7072,10896,75
7073,14210,86
7074,13843,65
7075,12545,44
7076,13165,72
7077,14497,89
7078,14544,65
7079,11117,53
7080,11961,26
7081,10872,59
7082,13806,37
7083,14535,90
7084,11930,4
7085,14000,21
7086,13481,32
7087,13894,19
7088,14612,55
7089,12181,68
7090,11181,72
7091,10757,97
7092,11907,37
7093,13093,25
7094,12211,78
7095,11329,86
7096,12323,53
7097,10098,78
7098,11213,33
7099,10739,50
7100,14439,30
7101,13729,49
7102,12167,60
7103,11209,18
7104,14657,39
7105,10160,37
7106,11351,48
7107,13530,97
7108,11060,80
7109,11209,88
7110,10045,29
7111,14495,89
7112,13960,67
7113,14103,5
7114,11060,18
7115,13139,49
7116,13509,38
